out:sDA,out:ID,Link_E1b
0.603175,E1b-1.4-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/zB7kpWKp/E1b-1-4-S-0-6-15-O-0-6-5123-No-daylight.png
0.515873,E1b-1.2-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/bvXLvqq0/E1b-1-2-S-0-6-15-O-0-6-5123-No-daylight.png
0.444444,E1b-1.0-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/448596Jg/E1b-1-S-0-6-15-O-0-6-5123-No-daylight.png
0.34127,E1b-0.8-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/TYwt7kkK/E1b-0-8-S-0-6-15-O-0-6-5123-No-daylight.png
0.150794,E1b-0.6-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/90XLj1c3/E1b-0-6-S-0-6-15-O-0-6-5123-No-daylight.png
0.484127,E1b-1.4-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/PxyMKZYF/E1b-1-4-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.444444,E1b-1.2-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/vmRXmGGh/E1b-1-2-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.531746,E1b-1.0-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/Kc9NMPZc/E1b-1-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.373016,E1b-0.8-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/L6XxCyy1/E1b-0-8-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.269841,E1b-0.6-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/x8j6Sg9Q/E1b-0-6-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.436508,E1b-1.4-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/qRwGQnym/E1b-1-4-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.404762,E1b-1.2-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/5tcptffS/E1b-1-2-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.444444,E1b-1.0-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/XN28CfVn/E1b-1-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.325397,E1b-0.8-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/4NdWL887/E1b-0-8-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.150794,E1b-0.6-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/MHZ98tqC/E1b-0-6-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.642858,E1b-1.4-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/vBhvX95b/E1b-1-4-S-0-8-15-O-0-8-6028-No-daylight.png
0.555556,E1b-1.2-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/d086kg0S/E1b-1-2-S-0-8-15-O-0-8-6028-No-daylight.png
0.484127,E1b-1.0-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/3rLBvXKp/E1b-1-S-0-8-15-O-0-8-6028-No-daylight.png
0.373016,E1b-0.8-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/VL6KG77H/E1b-0-8-S-0-8-15-O-0-8-6028-No-daylight.png
0.166667,E1b-0.6-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/br63YbvY/E1b-0-6-S-0-8-15-O-0-8-6028-No-daylight.png
0.547619,E1b-1.4-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/PxyMKZ1j/E1b-1-4-S-0-8-15-O-0-8-5123-No-daylight.png
0.47619,E1b-1.2-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/N01D9Z0J/E1b-1-2-S-0-8-15-O-0-8-5123-No-daylight.png
0.380953,E1b-1.0-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/59P3CBxF/E1b-1-S-0-8-15-O-0-8-5123-No-daylight.png
0.285714,E1b-0.8-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/3JRtSLLL/E1b-0-8-S-0-8-15-O-0-8-5123-No-daylight.png
0.111111,E1b-0.6-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/nrd0V7Lc/E1b-0-6-S-0-8-15-O-0-8-5123-No-daylight.png
0.444444,E1b-1.4-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/qq7xFRxY/E1b-1-4-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.428572,E1b-1.2-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/YS1RGTSs/E1b-1-2-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.47619,E1b-1.0-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/RCPRH7MK/E1b-1-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.34127,E1b-0.8-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/653MjHHm/E1b-0-8-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.190476,E1b-0.6-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/pr0qV8dd/E1b-0-6-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.404762,E1b-1.4-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/W387Sr0j/E1b-1-4-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.380953,E1b-1.2-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/9fGbRsfg/E1b-1-2-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.396826,E1b-1.0-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/59P3CBxC/E1b-1-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.285714,E1b-0.8-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/jd5Mg883/E1b-0-8-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.126984,E1b-0.6-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/L5yN4fs2/E1b-0-6-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.84127,E1b-1.4-S-0-30_O-0-6028-No,https://i.postimg.cc/Y0SzP9xm/E1b-1-4-S-0-30-O-0-6028-No-daylight.png
0.769841,E1b-1.2-S-0-30_O-0-6028-No,https://i.postimg.cc/Twf9rQLT/E1b-1-2-S-0-30-O-0-6028-No-daylight.png
0.68254,E1b-1.0-S-0-30_O-0-6028-No,https://i.postimg.cc/hPf0bXjb/E1b-1-S-0-30-O-0-6028-No-daylight.png
0.579365,E1b-0.8-S-0-30_O-0-6028-No,https://i.postimg.cc/L6bNrzw2/E1b-0-8-S-0-30-O-0-6028-No-daylight.png
0.484127,E1b-0.6-S-0-30_O-0-6028-No,https://i.postimg.cc/PJ62fZqM/E1b-0-6-S-0-30-O-0-6028-No-daylight.png
0.722222,E1b-1.4-S-0-30_O-0-5123-No,https://i.postimg.cc/2y57t6xZ/E1b-1-4-S-0-30-O-0-5123-No-daylight.png
0.666667,E1b-1.2-S-0-30_O-0-5123-No,https://i.postimg.cc/fbxCt1L3/E1b-1-2-S-0-30-O-0-5123-No-daylight.png
0.579366,E1b-1.0-S-0-30_O-0-5123-No,https://i.postimg.cc/xTcPyXC3/E1b-1-S-0-30-O-0-5123-No-daylight.png
0.492063,E1b-0.8-S-0-30_O-0-5123-No,https://i.postimg.cc/fTrB6xpQ/E1b-0-8-S-0-30-O-0-5123-No-daylight.png
0.380953,E1b-0.6-S-0-30_O-0-5123-No,https://i.postimg.cc/6qHY6RQL/E1b-0-6-S-0-30-O-0-5123-No-daylight.png
0.84127,E1b-1.4-S-0-30_O-0-6028-Yes,https://i.postimg.cc/prdJSTBj/E1b-1-4-S-0-30-O-0-6028-Yes-daylight.png
0.761905,E1b-1.2-S-0-30_O-0-6028-Yes,https://i.postimg.cc/pTRZDkh2/E1b-1-2-S-0-30-O-0-6028-Yes-daylight.png
0.666667,E1b-1.0-S-0-30_O-0-6028-Yes,https://i.postimg.cc/L6nVBJXV/E1b-1-S-0-30-O-0-6028-Yes-daylight.png
0.579365,E1b-0.8-S-0-30_O-0-6028-Yes,https://i.postimg.cc/m2580QJT/E1b-0-8-S-0-30-O-0-6028-Yes-daylight.png
0.484127,E1b-0.6-S-0-30_O-0-6028-Yes,https://i.postimg.cc/D0CBfszg/E1b-0-6-S-0-30-O-0-6028-Yes-daylight.png
0.722222,E1b-1.4-S-0-30_O-0-5123-Yes,https://i.postimg.cc/C5Ks214n/E1b-1-4-S-0-30-O-0-5123-Yes-daylight.png
0.642857,E1b-1.2-S-0-30_O-0-5123-Yes,https://i.postimg.cc/1tsHpMns/E1b-1-2-S-0-30-O-0-5123-Yes-daylight.png
0.571429,E1b-1.0-S-0-30_O-0-5123-Yes,https://i.postimg.cc/ncC1YXzK/E1b-1-S-0-30-O-0-5123-Yes-daylight.png
0.492063,E1b-0.8-S-0-30_O-0-5123-Yes,https://i.postimg.cc/BQVMdxks/E1b-0-8-S-0-30-O-0-5123-Yes-daylight.png
0.380953,E1b-0.6-S-0-30_O-0-5123-Yes,https://i.postimg.cc/pr0qV8dJ/E1b-0-6-S-0-30-O-0-5123-Yes-daylight.png
0.777778,E1b-1.4-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/j5tXzvwf/E1b-1-4-S-0-2-30-O-0-2-6028-No-daylight.png
0.706349,E1b-1.2-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/XYBQ3r6V/E1b-1-2-S-0-2-30-O-0-2-6028-No-daylight.png
0.611111,E1b-1.0-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/sx04Crn5/E1b-1-S-0-2-30-O-0-2-6028-No-daylight.png
0.515873,E1b-0.8-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/CMJv4y4w/E1b-0-8-S-0-2-30-O-0-2-6028-No-daylight.png
0.396826,E1b-0.6-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/PxQSc0sM/E1b-0-6-S-0-2-30-O-0-2-6028-No-daylight.png
0.666667,E1b-1.4-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/9MCpG1RD/E1b-1-4-S-0-2-30-O-0-2-5123-No-daylight.png
0.611111,E1b-1.2-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/htQpgXRK/E1b-1-2-S-0-2-30-O-0-2-5123-No-daylight.png
0.523809,E1b-1.0-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/8cnmgSyW/E1b-1-S-0-2-30-O-0-2-5123-No-daylight.png
0.436508,E1b-0.8-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/nVTd181J/E1b-0-8-S-0-2-30-O-0-2-5123-No-daylight.png
0.325397,E1b-0.6-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/Ssfg5HFr/E1b-0-6-S-0-2-30-O-0-2-5123-No-daylight.png
0.444444,E1b-1.4-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/XJ48wxGF/E1b-1-4-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.452381,E1b-1.2-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/cLtXZvG4/E1b-1-2-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.619048,E1b-1.0-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/ZnDxzSf8/E1b-1-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.428572,E1b-0.8-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/Vs47FyFY/E1b-0-8-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.388889,E1b-0.6-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/vBt0jCFh/E1b-0-6-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.436508,E1b-1.4-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/JnMqbKDB/E1b-1-4-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.444444,E1b-1.2-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/JzHPmsCr/E1b-1-2-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.531746,E1b-1.0-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/2yX7NDH4/E1b-1-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.388889,E1b-0.8-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/1RMWKxKZ/E1b-0-8-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.31746,E1b-0.6-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/C1sct9TJ/E1b-0-6-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.722222,E1b-1.4-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/W387Srgr/E1b-1-4-S-0-4-30-O-0-4-6028-No-daylight.png
0.642857,E1b-1.2-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/13VJP81c/E1b-1-2-S-0-4-30-O-0-4-6028-No-daylight.png
0.555556,E1b-1.0-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/RhbLxBPp/E1b-1-S-0-4-30-O-0-4-6028-No-daylight.png
0.444444,E1b-0.8-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/KcQ95X53/E1b-0-8-S-0-4-30-O-0-4-6028-No-daylight.png
0.31746,E1b-0.6-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/2yj0fTr9/E1b-0-6-S-0-4-30-O-0-4-6028-No-daylight.png
0.611111,E1b-1.4-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/RF4RcG6X/E1b-1-4-S-0-4-30-O-0-4-5123-No-daylight.png
0.555556,E1b-1.2-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/7ZJmD5r3/E1b-1-2-S-0-4-30-O-0-4-5123-No-daylight.png
0.484127,E1b-1.0-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/KjsDh299/E1b-1-S-0-4-30-O-0-4-5123-No-daylight.png
0.380953,E1b-0.8-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/tRDrz0zZ/E1b-0-8-S-0-4-30-O-0-4-5123-No-daylight.png
0.222222,E1b-0.6-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/0Q0V3h1g/E1b-0-6-S-0-4-30-O-0-4-5123-No-daylight.png
0.444444,E1b-1.4-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/bJgRLbkH/E1b-1-4-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.468254,E1b-1.2-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/k5rw577V/E1b-1-2-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.555556,E1b-1.0-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/90NYHhxN/E1b-1-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.388889,E1b-0.8-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/wxFWkKkm/E1b-0-8-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.325397,E1b-0.6-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/yx6Lzns5/E1b-0-6-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.436508,E1b-1.4-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/fLDKx5t8/E1b-1-4-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.436508,E1b-1.2-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/Hk8BHr1b/E1b-1-2-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.468254,E1b-1.0-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/2yX7NDHc/E1b-1-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.36508,E1b-0.8-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/dQnW9M9T/E1b-0-8-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.222222,E1b-0.6-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/gjcgP4mg/E1b-0-6-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.666667,E1b-1.4-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/SsdGV8CH/E1b-1-4-S-0-6-30-O-0-6-6028-No-daylight.png
0.587302,E1b-1.2-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/1zxMzyyv/E1b-1-2-S-0-6-30-O-0-6-6028-No-daylight.png
0.5,E1b-1.0-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/DfCgXr20/E1b-1-S-0-6-30-O-0-6-6028-No-daylight.png
0.388889,E1b-0.8-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/NfMdJNNm/E1b-0-8-S-0-6-30-O-0-6-6028-No-daylight.png
0.206349,E1b-0.6-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/Wzp5PSs4/E1b-0-6-S-0-6-30-O-0-6-6028-No-daylight.png
0.571429,E1b-1.4-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/zB7kpWKM/E1b-1-4-S-0-6-30-O-0-6-5123-No-daylight.png
0.492063,E1b-1.2-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/q7fQ7ppj/E1b-1-2-S-0-6-30-O-0-6-5123-No-daylight.png
0.412699,E1b-1.0-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/MZsDQ7Wp/E1b-1-S-0-6-30-O-0-6-5123-No-daylight.png
0.309524,E1b-0.8-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/RVFgsPPf/E1b-0-8-S-0-6-30-O-0-6-5123-No-daylight.png
0.134921,E1b-0.6-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/C5McVJwg/E1b-0-6-S-0-6-30-O-0-6-5123-No-daylight.png
0.468254,E1b-1.4-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/V6gF4Mnx/E1b-1-4-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.444444,E1b-1.2-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/zfmpfqq4/E1b-1-2-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.5,E1b-1.0-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/SQZrM6ys/E1b-1-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.373016,E1b-0.8-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/m2DmXdd7/E1b-0-8-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.222222,E1b-0.6-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/x8j6Sg9T/E1b-0-6-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.428572,E1b-1.4-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/Tw0cQmg4/E1b-1-4-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.404762,E1b-1.2-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/cJqTJdd9/E1b-1-2-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.412698,E1b-1.0-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/zDdjgCJf/E1b-1-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.309524,E1b-0.8-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/3JRtSLLg/E1b-0-8-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.126984,E1b-0.6-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/brYmjLqj/E1b-0-6-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.611111,E1b-1.4-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/L5s3WX3G/E1b-1-4-S-0-8-30-O-0-8-6028-No-daylight.png
0.539683,E1b-1.2-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/s2pmQbXF/E1b-1-2-S-0-8-30-O-0-8-6028-No-daylight.png
0.436508,E1b-1.0-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/pV0ZFf2Y/E1b-1-S-0-8-30-O-0-8-6028-No-daylight.png
0.325397,E1b-0.8-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/yYbvwF5j/E1b-0-8-S-0-8-30-O-0-8-6028-No-daylight.png
0.150794,E1b-0.6-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/6qHY6RQT/E1b-0-6-S-0-8-30-O-0-8-6028-No-daylight.png
0.515873,E1b-1.4-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/VvNWh6Wh/E1b-1-4-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1b-1.2-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/wBh2ynBC/E1b-1-2-S-0-8-30-O-0-8-5123-No-daylight.png
0.365079,E1b-1.0-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/nVdkD4H4/E1b-1-S-0-8-30-O-0-8-5123-No-daylight.png
0.246032,E1b-0.8-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/bNJmC66M/E1b-0-8-S-0-8-30-O-0-8-5123-No-daylight.png
0.071428,E1b-0.6-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/hvCp4xGt/E1b-0-6-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1b-1.4-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/2y57t67s/E1b-1-4-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.412699,E1b-1.2-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/q78whWRH/E1b-1-2-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.436508,E1b-1.0-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/3rLBvXKj/E1b-1-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.31746,E1b-0.8-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/fTrB6xF5/E1b-0-8-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.142857,E1b-0.6-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/C5vmMDKz/E1b-0-6-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.396826,E1b-1.4-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/fybfPLfp/E1b-1-4-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.380953,E1b-1.2-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/fbxCt1Ln/E1b-1-2-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.349206,E1b-1.0-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/3rLBvXK2/E1b-1-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.246032,E1b-0.8-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/HshBfQKB/E1b-0-8-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.079365,E1b-0.6-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/4y8B4t3d/E1b-0-6-S-0-8-30-O-0-8-5123-Yes-daylight.png
